"English","Logical","Quant","Domain","ComputerProgramming","ElectronicsAndSemicon","ComputerScience","MechanicalEngg","ElectricalEngg","TelecomEngg","CivilEngg","conscientiousness","agreeableness","extraversion","nueroticism","openess_to_experience","Salary"
"444","455","285","0.377551419424541","375","-1","-1","-1","-1","-1","-1","-0.5719","-0.4353","-0.6343","0.4148","-0.6035","470000"
"525","395","575","0.694479327708463","365","366","-1","-1","-1","-1","-1","-1.1901","0.1888","-0.7794","1.1199","-1.3934","650000"
"415","555","440","0.144789889482462","385","-1","284","-1","-1","-1","-1","1.5644","1.5444","1.547","-1.8824","1.4386","325000"
"535","350","515","0.0587928000083534","-1","200","-1","-1","-1","-1","-1","-0.880999999999999","-2.3073","-1.6502","0.5323","-3.6051","300000"
"615","605","475","0.525922584252055","415","-1","-1","-1","-1","-1","-1","-0.2628","1.2808","0.9623","-0.4078","1.2923","330000"
"500","435","605","0.0587928000083534","-1","200","-1","-1","-1","-1","-1","-1.4992","-2.0733","-1.2511","-0.2902","-2.0253","200000"
"315","505","510","0.744758354008939","565","-1","438","-1","-1","-1","-1","-1.308","-0.7866","-0.9122","-0.2344","-0.8608","210000"
"630","420","405","0.338786347219528","425","292","-1","-1","-1","-1","-1","1.8517","0.3789","0.3174","-0.1076","1.0554","240000"
"535","495","485","0.525922584252055","415","-1","-1","-1","-1","-1","-1","0.4155","-0.4536","0.6248","1.0333","0.0973","170000"
"485","500","635","0.864685413370085","525","-1","-1","-1","-1","-1","-1","0.2718","0.8229","-1.2196","-0.8682","-1.9234","350000"
"465","455","680","0.953899775079926","575","-1","530","-1","-1","-1","-1","-0.3027","0.0459","0.3174","-1.1218","-0.0943","600000"
"570","595","370","0.765673581234011","485","-1","-1","-1","-1","-1","-1","-0.159","0.7119","1.0859","-0.3612","0.0973","350000"
"535","455","405","0.600057182338341","435","-1","-1","-1","-1","-1","-1","-0.5899","-0.9531","-1.2196","-1.1218","-0.8608","300000"
"500","520","620","0.916869961103619","555","-1","-1","-1","-1","-1","-1","0.8463","0.7119","0.4711","-1.1218","0.8637","275000"
"355","425","355","0.694479327708463","355","366","-1","-1","-1","393","-1","-1.8083","0.3448","-1.3599","1.5899","1.2923","400000"
"405","410","690","0.356536487724475","585","-1","346","-1","-1","-1","-1","0.2718","1.5444","0.7785","-0.995","1.6302","315000"
"365","505","325","0.864685413370085","525","-1","-1","-1","-1","-1","-1","-0.7264","0.1888","-0.7794","-0.5253","-0.4455","300000"
"560","460","465","-1.0","395","-1","315","-1","-1","-1","-1","0.5591","1.0449","0.9322","-1.7556","0.4805","200000"
"450","500","750","0.910770164246022","-1","433","-1","-1","-1","388","-1","-1.7389","-0.2871","-0.7585","1.5404","-1.6273","180000"
"425","415","425","0.376059586651545","515","300","-1","-1","-1","-1","-1","-0.1082","0.3448","0.672","-0.4078","0.6603","400000"
"765","645","795","0.704090412131314","465","-1","-1","-1","-1","-1","-1","-0.4173","0.3448","-0.6343","0.7673","0.1864","210000"
"510","450","545","0.338786347219528","335","292","-1","-1","228","-1","-1","1.1336","0.3789","0.9322","-2.136","-0.6692","380000"
"415","515","605","0.376059586651545","365","300","-1","-1","-1","-1","-1","-2.272","-1.2153","0.0914","1.0024","-0.2875","200000"
"780","505","510","0.842248322257836","495","-1","469","-1","-1","-1","-1","0.5591","1.0449","1.3933","-1.2486","0.0973","330000"
"324","385","375","0.206710618336758","215","-1","-1","313","-1","-1","-1","-2.4266","-1.3713","-1.7954","0.8848","-1.0774","180000"
"525","625","690","0.976292560913216","545","484","-1","-1","-1","-1","-1","-0.4463","-0.4536","-0.9122","-0.8682","-0.6692","345000"
"640","540","485","-1.0","475","-1","-1","-1","-1","-1","-1","1.8517","1.5444","1.3933","-1.8824","1.0554","350000"
"485","485","565","0.843123726665742","515","-1","-1","-1","-1","-1","-1","-0.4173","0.1888","0.3817","0.1798","0.5024","475000"
"720","475","650","0.446198249677897","485","-1","-1","-1","-1","-1","-1","1.8517","1.0449","-0.6048","0.2727","0.0973","335000"
"520","555","400","0.622642915849938","475","-1","407","-1","-1","-1","-1","-1.0208","1.0449","0.7785","0.2727","-0.6692","260000"
"605","500","595","0.356536487724475","415","-1","346","-1","-1","-1","-1","-1.1644","0.7119","0.7785","-1.7556","0.2889","335000"
"475","505","475","0.553216382065876","375","-1","-1","-1","-1","-1","-1","-1.4992","0.2668","1.1437","2.2949","-0.9194","100000"
"430","510","605","0.978799292641428","645","-1","561","-1","-1","-1","-1","0.4155","0.3789","-0.1437","-1.1218","0.4805","230000"
"535","495","645","0.694479327708463","415","366","-1","-1","-1","-1","-1","-1.8083","-1.0593","-0.344","-0.0552","-0.2875","340000"
"585","505","605","0.670743151433127","455","-1","-1","-1","-1","-1","-1","0.51","0.5008","-0.4891","-0.8778","0.1864","180000"
"425","625","485","0.229481754911755","-1","266","-1","-1","-1","-1","-1","-0.880999999999999","-0.0842","-0.598","-0.5253","-0.9194","420000"
"535","595","545","0.824666400671332","-1","400","-1","-1","-1","-1","-1","-1.4517","0.5454","-0.2974","-0.3612","-0.0943","150000"
"435","505","615","0.600057182338341","435","-1","-1","-1","-1","-1","-1","0.0464","0.5008","-0.0537","0.0623","0.1864","480000"
"595","365","305","0.563267823666597","425","-1","-1","-1","-1","-1","-1","0.3555","-0.9033","-0.344","-0.05527","-0.643","380000"
"395","324","415","0.447147892178094","394","-1","-1","-1","-1","-1","-1","-0.880999999999999","0.8128","0.9623","1.5899","1.1343","150000"
"370","520","475","-1.0","395","-1","-1","-1","-1","-1","-1","1.5644","1.7109","1.7007","-0.995","-0.8608","310000"
"490","360","310","0.436962648056859","-1","-1","-1","-1","-1","324","-1","0.4155","1.3779","1.547","3.3152","0.6721","180000"
"545","505","525","0.229481754911755","395","266","-1","-1","-1","-1","-1","-0.5719","0.6568","-0.344","-0.6428","-0.4455","260000"
"435","545","455","0.377551419424541","375","-1","-1","-1","-1","-1","-1","0.0464","1.2028","1.2525","0.8848","1.2923","240000"
"475","435","485","0.864685413370085","525","-1","-1","-1","-1","-1","-1","1.2772","1.0449","1.0859","0.7798","0.2889","200000"
"350","455","450","0.193768441980019","-1","-1","-1","-1","324","-1","-1","-3.606","-5.6151","-4.6009","-2.0092","-6.9925","120000"
"475","375","415","0.342314899911815","365","-1","-1","-1","-1","-1","-1","-1.1901","1.1248","1.3977","0.1798","0.1864","530000"
"545","605","825","0.842248322257836","495","-1","469","-1","-1","-1","-1","0.2718","0.8784","0.1637","0.1459","1.247","350000"
"315","425","325","0.0745462652358558","255","-1","-1","-1","-1","-1","-1","-1.5765","0.5008","0.8171","0.7086","0.0284","120000"
"405","435","345","0.0305659911389536","-1","-1","-1","-1","228","-1","-1","0.99","0.0459","0.7785","1.2869","0.2889","120000"
"554","655","655","0.968237495890543","605","-1","-1","-1","-1","-1","-1","1.2828","1.2028","0.7083","-1.11277","0.5024","430000"
"510","470","405","-1.0","-1","-1","-1","-1","-1","-1","-1","1.2772","1.5444","0.9322","-1.1218","0.8637","85000"
"520","450","575","0.744758354008939","545","-1","438","-1","-1","-1","-1","-0.159","0.0459","0.7785","-1.1218","-0.0943","325000"
"524","555","405","0.414337426422751","-1","-1","-1","366","-1","-1","-1","-0.7264","-0.6693","-0.8157","-0.05527","-0.4455","400000"
"405","420","475","0.842248322257836","475","-1","469","-1","-1","-1","-1","-0.8772","-1.1196","1.0859","-0.8682","-0.4776","180000"
"660","570","530","0.910770164246022","-1","433","-1","-1","-1","-1","-1","0.2718","0.0459","0.7785","-1.5021","0.4805","325000"
"435","465","525","0.670743151433127","455","-1","-1","-1","-1","-1","-1","0.3941","0.0328","-1.9405","-0.43717","-0.9194","210000"
"640","555","620","0.622642915849938","615","-1","407","-1","-1","-1","-1","-0.159","-0.6201","-0.6048","0.3995","0.0973","315000"
"640","505","405","0.911395278391328","345","-1","500","-1","-1","-1","-1","1.1336","1.3779","0.7785","-1.8824","-0.6692","200000"
"415","495","445","0.864685413370085","525","-1","-1","-1","-1","-1","-1","-0.3027","-0.6201","-0.1437","0.9066","-1.6273","200000"
"570","535","590","0.978799292641428","515","-1","561","-1","-1","-1","-1","-1.5953","0.2124","-1.0659","-0.4879","-0.6692","305000"
"640","570","840","0.783303536670298","-1","388","-1","-1","-1","340","-1","0.2718","-0.1206","-0.7585","-0.8682","-1.6273","350000"
"485","415","575","0.925645767094482","-1","-1","-1","-1","-1","-1","-1","-0.4173","0.6568","-0.7794","1.7074","0.1864","95000"
"515","445","565","0.206710618336758","-1","-1","-1","313","-1","-1","-1","-1.1901","0.6568","0.2366","-0.2902","-0.2875","305000"
"665","480","560","0.0531603052826837","495","196","-1","-1","-1","-1","-1","-0.0415","0.3123","0.4711","-0.7415","-0.6692","325000"
"595","495","510","0.79293627759454","315","-1","-1","-1","484","-1","-1","1.2772","1.5444","2.1617","-0.1076","0.8637","305000"
"345","365","515","0.930370607202691","565","-1","-1","-1","-1","-1","-1","1.59199999999999","-1.2153","-0.344","-1.5828","1.4502","200000"
"595","625","585","0.622642915849938","495","-1","407","-1","-1","-1","-1","-0.4463","0.2124","0.3174","-1.3753","-1.0524","350000"
"405","435","705","0.755375120895548","465","-1","-1","446","-1","-1","-1","0.2009","0.0328","0.2366","-0.8778","0.1864","850000"
"485","415","215","0.450876584483451","395","-1","-1","-1","-1","-1","-1","-0.7264","0.1888","-0.7794","-0.7603","0.3049","280000"
"515","425","535","0.958682016566051","-1","-1","-1","538","-1","-1","-1","1.59199999999999","0.3448","-0.9245","-1.5828","-0.643","440000"
"590","495","545","0.450876584483451","395","-1","-1","-1","-1","-1","-1","1.4208","0.8784","0.6248","-0.6147","0.6721","300000"
"580","620","620","0.968237495890543","605","-1","-1","-1","-1","-1","-1","0.2718","1.0449","0.1637","-0.6147","0.6721","275000"
"445","455","375","0.488347976782714","405","-1","-1","-1","-1","-1","-1","-0.2628","-0.5913","0.5269","0.6498","-0.4455","85000"
"475","565","645","0.971663490820888","325","-1","-1","553","-1","-1","-1","-0.2628","0.0328","1.1074","-0.1727","0.3444","395000"
"465","605","650","0.953899775079926","525","-1","530","-1","-1","-1","-1","-2.1698","0.2124","-0.4511","-0.8682","0.2889","290000"
"570","605","415","0.563267823666597","425","-1","-1","-1","-1","-1","-1","1.2772","1.3779","1.3933","-1.3753","0.2889","325000"
"490","400","500","0.356536487724475","365","-1","346","-1","-1","-1","-1","1.2772","0.3789","0.7785","-0.995","0.0973","210000"
"485","655","495","-1.0","525","-1","-1","-1","-1","-1","-1","0.99","1.3779","1.2396","-0.2344","-0.2859","390000"
"375","435","455","0.910770164246022","285","433","-1","-1","-1","-1","-1","0.3941","-0.9033","-1.5051","-0.9659","-1.2354","180000"
"495","425","575","0.765673581234011","485","-1","-1","-1","-1","-1","-1","1.59199999999999","1.5928","0.8171","0.5323","0.0679","1300000"
"560","520","370","0.649389714846691","445","356","-1","-1","-1","-1","-1","-0.5899","0.5454","0.6248","0.2727","0.8637","250000"
"545","500","515","0.563267823666597","425","-1","-1","-1","-1","-1","-1","-1.0208","-1.4526","-1.0659","-0.2344","-1.4356","120000"
"575","515","465","0.538386892985096","405","333","315","-1","-1","-1","-1","-0.5899","-0.1206","0.9322","0.3995","-0.4776","200000"
"465","545","385","0.450876584483451","395","-1","-1","-1","-1","-1","-1","-1.0355","-0.9033","-1.0334","1.5899","-0.7615","150000"
"465","610","530","0.255778193719394","355","-1","-1","-1","-1","-1","292","-1.0208","-0.6201","0.6248","1.1601","-0.2859","345000"
"275","395","555","0.490636955889964","-1","-1","-1","383","-1","-1","-1","0.0464","-1.7223","-0.4891","-0.5253","-2.6572","320000"
"360","565","570","0.911395278391328","575","-1","500","-1","-1","-1","-1","-0.0154","-0.2871","-0.1437","-1.6289","-0.6692","450000"
"554","605","525","0.538386892985096","-1","333","-1","-1","-1","500","-1","-0.7264","0.5008","0.8171","-0.1727","0.1864","340000"
"555","610","590","0.987207085890868","645","-1","-1","-1","-1","-1","-1","-0.5899","0.0459","0.7785","-0.995","-0.0943","350000"
"445","395","415","0.864685413370085","525","-1","-1","-1","-1","-1","-1","-0.2628","-0.5913","-1.3599","-0.2902","-0.2875","400000"
"580","545","530","0.755375120895548","-1","-1","-1","446","-1","-1","-1","0.1282","0.5454","1.547","-0.7415","0.4805","390000"
"325","375","335","0.276047228046856","345","-1","-1","-1","-1","-1","-1","-0.1082","0.0328","-0.7794","-0.2902","0.0679","325000"
"380","475","605","0.755375120895548","-1","-1","-1","446","-1","-1","-1","1.9953","-0.9531","-1.6807","-0.8682","-0.8608","180000"
"335","535","400","0.486747008438193","395","-1","376","-1","-1","-1","-1","-1.1644","-0.2871","0.6248","0.1459","-0.0943","145000"
"495","464","554","0.824666400671332","-1","400","-1","-1","-1","-1","-1","0.8192","-0.2012","-0.7068","0.1798","-0.6035","120000"
"515","585","525","0.635978756456794","445","-1","-1","-1","-1","-1","-1","0.9737","0.8128","0.5269","1.3549","-0.4455","420000"
"305","355","415","0.229481754911755","185","266","-1","-1","-1","-1","-1","-0.7264","-1.4883","-0.4891","1.3549","-0.4455","130000"
"580","655","750","0.694479327708463","435","366","-1","-1","-1","-1","-1","0.1282","0.3789","0.4711","-1.3753","1.0554","700000"
"555","605","735","0.765673581234011","485","-1","-1","-1","-1","-1","-1","1.1336","0.8784","0.4711","-1.3753","-0.4776","310000"
"535","625","645","0.622642915849938","595","-1","407","-1","-1","-1","-1","-0.159","-1.2861","-0.9122","0.0192","-1.244","145000"
"650","545","620","0.744758354008939","545","-1","438","-1","-1","-1","-1","0.99","-0.1206","0.01","-0.6147","1.0554","370000"
"570","520","445","0.538386892985096","-1","333","-1","-1","-1","-1","-1","-1.4517","-0.7866","-0.1437","0.9066","0.6721","360000"
"650","555","500","0.765673581234011","485","-1","-1","-1","-1","-1","-1","0.1282","0.2124","-0.6048","1.5404","0.2889","340000"
"555","365","565","0.00815477523532182","-1","133","-1","-1","-1","-1","-1","0.2009","-2.6193","-2.3759","-0.0552","0.1864","120000"
"555","554","565","0.488347976782714","405","-1","-1","-1","-1","-1","-1","0.8463","-0.2871","0.7785","1.4136","0.6721","300000"
"585","625","615","0.98374996654107","635","-1","-1","-1","-1","-1","-1","-0.7264","0.6568","0.0914","-0.2902","0.3444","500000"
"875","510","500","0.744758354008939","485","-1","438","-1","-1","-1","-1","-0.0154","0.3789","0.1637","0.0192","0.2889","305000"
"435","485","465","0.864685413370085","525","-1","-1","-1","-1","-1","-1","1.2266","-0.4778","-0.344","-0.1727","-1.8386","530000"
"500","350","400","0.557389505646088","315","228","-1","-1","420","-1","-1","-1.5953","-1.1196","0.7785","0.5262","-1.0524","240000"
"425","515","595","0.600057182338341","435","-1","-1","-1","-1","-1","-1","1.4374","0.9688","0.8171","0.4442","0.9763","150000"
"435","525","475","0.824666400671332","345","400","-1","-1","-1","-1","-1","0.6646","0.0328","0.0914","0.0623","0.0284","520000"
"560","370","370","0.649389714846691","-1","356","346","-1","-1","-1","-1","0.2718","0.3789","0.1637","-0.8682","-0.6692","110000"
"780","630","650","0.735795709224656","475","-1","-1","-1","-1","-1","-1","-0.7335","0.2124","-0.2974","0.1459","-0.8608","600000"
"380","400","470","0.610611987546704","395","-1","-1","-1","433","-1","-1","-1.0208","-0.7866","-1.0659","-0.3612","-2.5853","40000"
"665","655","680","0.649389714846691","-1","356","-1","-1","-1","356","-1","-0.159","0.8784","0.4711","-0.1076","0.4805","570000"
"405","350","310","0.144789889482462","355","-1","284","-1","-1","-1","-1","-0.7335","0.3789","1.3933","1.2869","1.4386","220000"
"575","425","425","0.843123726665742","515","-1","-1","-1","-1","-1","-1","-1.1901","-2.1513","-0.1988","0.8848","-1.5513","290000"
"665","530","560","0.953899775079926","535","-1","530","-1","-1","-1","-1","-0.8772","0.2124","-0.1437","-0.1076","0.8637","320000"
"465","540","485","-1.0","375","-1","-1","-1","-1","-1","-1","0.7419","-0.0873","-0.7585","0.1459","0.7941","180000"
"420","530","380","0.622642915849938","485","-1","407","-1","-1","-1","-1","-0.0154","-0.7866","-1.0659","-1.6289","-1.0524","95000"
"510","595","605","0.911395278391328","545","-1","500","-1","-1","-1","-1","-0.4463","-0.2871","0.4711","-1.6289","0.0973","95000"
"335","450","650","0.843123726665742","515","-1","-1","-1","-1","-1","-1","-0.3027","-0.4536","-0.7585","0.2727","0.0973","240000"
"545","445","535","-1.0","335","-1","-1","-1","-1","-1","-1","-1.6538","-1.3713","0.0914","0.8848","-1.3934","320000"
"535","505","515","0.987207085890868","645","-1","-1","-1","-1","-1","-1","0.6646","0.1888","-0.0537","-0.6428","-0.2875","495000"
"615","535","495","0.704090412131314","465","-1","-1","-1","-1","-1","-1","0.7419","0.9688","-0.0537","-0.2609","0.1864","355000"
"640","535","545","0.557389505646088","385","-1","-1","-1","420","-1","-1","-1.7389","-1.6191","-1.9881","0.653","-1.6273","300000"
"570","675","485","0.23780283983757","515","-1","315","-1","-1","-1","-1","0.1282","-0.4536","1.3933","-0.6147","-0.8608","200000"
"545","385","485","0.600057182338341","435","-1","-1","-1","-1","-1","-1","1.1336","0.3789","1.0859","0.653","0.2889","400000"
"675","485","485","-1.0","455","-1","-1","-1","-1","-1","-1","1.2772","0.8784","0.4711","-0.7415","0.4805","360000"
"285","560","545","0.819416529835888","505","-1","-1","-1","-1","-1","-1","0.5591","-0.1206","-0.7585","-0.7415","0.0973","300000"
"505","515","515","0.635978756456794","445","-1","-1","-1","-1","-1","-1","-2.5811","0.9688","-0.9245","0.5323","-0.0506","450000"
"640","520","465","-1.0","-1","-1","-1","-1","-1","-1","-1","-0.7335","1.2114","0.3174","-0.6147","0.6721","105000"
"345","470","485","0.600057182338341","435","-1","-1","-1","-1","-1","-1","0.2782","0.5008","-1.0697","0.5323","0.1864","290000"
"505","425","465","0.538386892985096","-1","333","-1","-1","-1","340","-1","-0.4173","-1.3713","0.3817","2.1774","0.0284","280000"
"570","475","590","0.842248322257836","535","-1","469","-1","-1","-1","-1","1.1336","0.5454","0.1637","-2.0092","-0.2859","325000"
"560","595","680","0.155908502722861","385","-1","-1","-1","-1","260","-1","1.1336","0.0459","-0.1437","-1.6289","-0.6692","335000"
"605","570","620","0.338786347219528","505","292","-1","-1","-1","-1","-1","-1.308","-0.1206","-0.1437","0.2727","1.0554","325000"
"370","385","385","0.765673581234011","485","-1","-1","-1","-1","-1","-1","1.2772","-0.2871","-0.6048","-1.7556","-0.0943","300000"
"370","335","565","0.649389714846691","625","356","376","-1","-1","-1","-1","1.8517","0.0459","0.4711","0.2727","1.247","210000"
"515","475","485","0.765673581234011","485","-1","-1","-1","-1","-1","-1","0.51","0.8128","1.8331","0.1798","0.8183","500000"
"570","435","265","0.744758354008939","365","-1","438","-1","-1","-1","-1","-1.8825","-1.1196","-0.4511","0.0192","-0.8608","180000"
"475","425","515","0.868736585485218","445","-1","-1","-1","-1","420","-1","-1.0208","-1.2861","-1.0659","-0.995","-0.6692","300000"
"300","470","575","0.229481754911755","-1","266","-1","-1","-1","393","-1","0.0464","-0.2793","-0.4891","0.7673","-0.0506","335000"
"625","555","590","0.0587928000083534","345","200","-1","-1","-1","-1","-1","0.5591","0.8784","1.0859","-0.8682","0.2889","240000"
"625","515","565","0.538386892985096","-1","333","-1","-1","-1","-1","-1","-0.4173","0.3448","-0.6343","-0.0552","-1.8673","400000"
"510","530","510","0.486747008438193","475","-1","376","-1","-1","-1","-1","0.8463","0.5454","1.0859","-1.7556","0.8637","210000"
"525","585","535","0.824666400671332","-1","400","-1","-1","-1","-1","-1","-0.7264","0.9688","-1.0697","0.5323","-0.1295","205000"
"395","365","305","0.304510913720196","315","-1","-1","340","-1","-1","-1","0.51","0.1888","1.2525","1.3549","0.0284","200000"
"525","465","645","0.376059586651545","-1","300","-1","-1","-1","-1","-1","0.6646","0.5008","0.672","0.76733","-0.168999999999999","180000"
"305","365","525","0.824666400671332","365","400","-1","-1","-1","-1","-1","-0.880999999999999","-1.2153","-0.7794","0.8848","0.0284","610000"
"500","570","545","0.884122511593735","535","-1","-1","-1","-1","-1","-1","1.2772","0.3789","-2.6028","-0.8682","0.0973","200000"
"585","595","675","0.884122511593735","535","-1","-1","-1","-1","-1","-1","-1.0355","0.5008","-0.3803","1.8249","-0.2875","400000"
"765","605","555","0.735795709224656","475","-1","-1","-1","-1","-1","-1","-1.9629","0.3448","0.3817","-0.0552","1.1343","620000"
"605","425","320","0.450876584483451","395","-1","-1","-1","-1","-1","-1","-1.1644","-1.1196","-0.1437","0.5262","-1.6273","405000"
"625","555","630","0.356536487724475","475","-1","346","-1","-1","-1","-1","0.4155","0.8027","0.1357","-0.995","-0.6692","335000"
"360","460","270","0.978799292641428","415","-1","561","-1","-1","-1","-1","1.1336","0.5454","2.008","-1.2486","-0.0943","95000"
"465","450","295","0.538386892985096","375","333","253","-1","-1","-1","-1","-0.5899","-1.8855","-0.2974","1.1601","0.166999999999999","205000"
"475","495","575","0.563267823666597","425","-1","-1","-1","-1","-1","-1","-1.9629","-0.2793","-0.6343","-0.2902","0.1864","275000"
"375","445","335","0.376059586651545","-1","300","-1","-1","-1","313","-1","-0.880999999999999","0.0328","0.8171","-0.9953","0.0284","280000"
"510","560","720","0.459015840492937","355","-1","-1","376","-1","-1","-1","0.2718","-0.2871","-0.6048","1.1601","-1.6273","115000"
"545","655","445","0.338786347219528","385","292","-1","-1","-1","-1","-1","-0.0154","-0.6201","-0.4511","-0.2344","-1.244","335000"
"535","475","415","0.0587928000083534","365","200","-1","-1","-1","-1","-1","-1.4992","-0.1232","0.0914","2.2949","-1.2354","630000"
"465","475","650","0.23780283983757","475","-1","315","-1","-1","-1","-1","-1.4517","-0.6201","1.0859","1.6672","-0.2859","305000"
"605","510","605","0.978799292641428","495","-1","561","-1","-1","-1","-1","0.4155","1.0449","1.2396","-1.6289","0.4805","490000"
"605","565","645","-1.0","545","-1","-1","-1","-1","-1","-1","0.7027","1.2114","0.9322","-1.1218","0.2889","240000"
"440","375","470","0.459015840492937","-1","-1","-1","376","-1","-1","-1","-0.4463","0.2124","0.3174","0.3995","-0.4776","215000"
"720","570","515","0.744758354008939","495","-1","438","-1","-1","-1","-1","0.2718","0.0459","0.1637","1.4136","-2.2021","370000"
"615","460","310","-1.0","455","-1","-1","-1","-1","-1","-1","-0.8772","0.2124","0.1637","0.1459","-0.4776","300000"
"625","560","635","0.953899775079926","535","-1","530","-1","-1","-1","-1","-0.159","0.2124","-0.4511","-0.2344","-0.6692","350000"
"570","595","530","0.488347976782714","405","-1","-1","-1","-1","-1","-1","0.5591","0.3789","-0.6048","1.4136","-0.0943","180000"
"475","385","405","-1.0","275","-1","-1","-1","-1","-1","-1","-0.4173","0.6568","0.2366","-0.1727","0.6603","200000"
"615","520","535","0.744758354008939","455","-1","438","-1","-1","-1","-1","0.2718","-0.1206","0.4711","-0.2344","-2.0105","145000"
"445","235","555","0.694479327708463","455","366","-1","340","-1","-1","-1","-2.8903","-0.1232","0.3817","-0.8778","-0.6035","120000"
"430","545","535","-1.0","435","-1","-1","-1","-1","-1","-1","-0.3027","0.5454","0.4711","-0.995","-0.4776","325000"
"565","505","515","0.901489571371033","545","-1","-1","-1","-1","-1","-1","-0.4173","0.6178","-1.6865","0.1798","-0.9194","360000"
"365","495","485","0.793580614548506","495","-1","-1","-1","-1","-1","-1","0.8192","-0.1232","-0.344","-1.1128","-0.7615","180000"
"545","554","435","0.486747008438193","465","-1","376","-1","-1","-1","-1","0.99","0.7119","-0.9122","-1.6289","1.0554","550000"
"525","495","465","0.670743151433127","455","-1","-1","-1","-1","-1","-1","0.8192","-0.5913","-0.1988","0.7673","0.5024","500000"
"450","450","705","0.765673581234011","485","-1","-1","-1","-1","-1","-1","-1.1128","-1.0593","-0.7794","1.3255","-1.5513","415000"
"615","520","695","0.864685413370085","525","-1","-1","-1","-1","-1","-1","-0.7335","-0.9531","0.6248","0.0192","-1.8189","400000"
"585","605","735","0.376059586651545","-1","300","-1","-1","-1","-1","-1","-0.5719","-0.1232","-2.2308","-0.0552","-1.8278","360000"
"660","535","500","0.622642915849938","455","-1","407","-1","-1","-1","-1","-0.159","0.5454","0.7785","-0.6147","0.2889","200000"
"640","395","310","0.328746378624932","405","-1","-1","346","-1","-1","-1","0.2718","1.2114","0.9322","1.0333","-0.2859","275000"
"645","495","615","0.538386892985096","375","333","-1","-1","-1","-1","-1","-0.2628","0.8128","1.3977","1.0024","1.1343","900000"
"405","355","515","0.538386892985096","-1","333","-1","-1","-1","233","-1","-1.8083","-1.5273","-1.3599","0.1798","-1.0774","120000"
"535","615","620","0.998876108102859","475","-1","653","-1","-1","-1","-1","1.5644","1.3779","0.9322","-2.0092","-0.2859","205000"
"685","645","545","0.911395278391328","525","-1","500","-1","-1","-1","-1","-0.159","1.2114","0.6248","0.0192","0.0973","315000"
"350","530","415","0.276047228046856","345","-1","-1","-1","-1","-1","-1","0.2718","0.3789","0.6248","0.5262","0.8637","120000"
"520","560","650","0.207392169717661","-1","260","-1","-1","-1","-1","-1","-1.1644","0.0459","1.2396","1.9207","-0.2859","240000"
"485","505","595","0.377551419424541","375","-1","-1","-1","-1","-1","-1","0.9737","0.1888","-1.0697","-1.4653","-0.2875","350000"
"635","495","495","0.670743151433127","455","-1","-1","-1","-1","-1","-1","0.8192","-0.5913","0.2366","-0.7603","-0.1295","470000"
"435","565","455","0.245455659999829","335","-1","-1","-1","-1","-1","-1","0.0464","0.1888","0.672","0.7673","0.5024","420000"
"560","510","520","0.423951396376433","385","-1","-1","-1","388","-1","-1","1.1336","1.3779","0.01","-2.2627","-0.0943","345000"
"515","345","545","0.229481754911755","355","266","-1","-1","-1","-1","-1","0.2009","-0.1232","-0.7794","-0.0552","-0.4455","530000"
"475","485","355","0.493596387301038","485","324","-1","-1","-1","-1","-1","-0.5899","0.5454","-0.4511","1.2869","-0.6692","320000"
"630","605","545","0.486747008438193","525","-1","376","-1","-1","-1","-1","0.7027","-0.4536","1.2396","-0.6147","1.4386","345000"
"510","460","680","0.930370607202691","565","-1","-1","-1","-1","-1","-1","1.4208","1.0449","0.1637","-1.6289","-1.0524","360000"
"515","465","495","0.952245572924303","585","-1","-1","-1","-1","-1","-1","0.3555","0.9688","0.3817","0.8848","-0.4455","240000"
"420","485","415","0.276047228046856","345","-1","-1","-1","-1","-1","-1","-0.7335","-0.7866","-1.8344","0.0192","0.2889","240000"
"485","625","655","0.819416529835888","505","-1","-1","-1","-1","-1","-1","-0.2628","-0.1232","0.8171","0.5323","0.0284","520000"
"615","580","405","0.842248322257836","515","-1","469","-1","-1","-1","-1","-0.7335","0.8784","0.3174","-1.6289","-0.2859","340000"
"554","505","545","0.229481754911755","265","266","-1","-1","-1","-1","-1","1.4374","0.9688","1.3977","0.4148","1.4502","410000"
"590","525","575","0.819416529835888","505","-1","-1","-1","-1","-1","-1","0.4155","-0.6201","-1.0659","-2.643","-1.4356","550000"
"515","565","554","0.600057182338341","435","-1","-1","-1","-1","-1","-1","-0.7264","0.1888","-1.2148","-0.5253","1.1343","450000"
"370","470","260","0.0531603052826837","385","196","-1","-1","-1","-1","-1","1.1336","1.7109","0.1637","0.7798","0.4805","200000"
"570","445","405","0.725984147969479","325","-1","-1","438","-1","-1","-1","1.2772","1.3779","0.3174","-2.136","0.2889","105000"
"485","375","445","0.488347976782714","405","-1","-1","-1","-1","-1","-1","-0.5719","0.5008","0.3817","0.6498","-0.7615","100000"
"580","555","405","0.144789889482462","465","-1","284","-1","-1","-1","-1","0.4155","-0.2871","-0.6048","-1.2486","-0.8608","275000"
"360","495","500","0.910770164246022","-1","433","-1","-1","-1","-1","-1","0.5591","-0.6201","0.6248","-0.4879","0.0973","205000"
"440","545","605","0.735795709224656","475","-1","-1","-1","-1","-1","-1","1.2772","-0.7866","-1.0659","-1.2486","-0.0943","360000"
